"","lon","lat"
"637",-81.3792365,28.5383355
"638",-95.712891,37.09024
"639",-91.9623327,30.9842977
"640",-69.4454689,45.253783
"641",-73.8648268,40.8447819
"642",-74.7421089,40.9859311
"643",-74.7421089,40.9859311
"644",-95.712891,37.09024
"645",-98.4936282,29.4241219
"646",-98.4936282,29.4241219
"647",-98.4936282,29.4241219
"648",-83.0457538,42.331427
"649",-121.4943996,38.5815719
"650",-87.7092908,41.9230598
"651",-101.7068294,19.5665192
"652",-95.4983106,29.9895975
"653",-95.4983106,29.9895975
"654",-71.5723953,43.1938516
"655",-71.3824374,42.4072107
"656",NA,NA
"657",NA,NA
"658",-74.0059728,40.7127753
"659",-87.6297982,41.8781136
"660",-80.2781057,25.8575963
"661",NA,NA
"662",-72.589811,42.1014831
"663",-84.3879824,33.7489954
"664",-84.8966171,38.0372967
"665",-75.5276699,38.9108325
"666",-75.5276699,38.9108325
"667",-86.158068,39.768403
"668",-85.6680863,42.9633599
"669",NA,NA
"670",-73.9441579,40.6781784
"671",-76.6621569,35.5890535
"672",-80.289495,25.8223198
"673",-87.6297982,41.8781136
"674",-87.6297982,41.8781136
"675",-87.6297982,41.8781136
"676",-75.1652215,39.9525839
"677",-73.9441579,40.6781784
"678",133.775136,-25.274398
"679",-99.9018131,31.9685988
"680",-85.6023643,44.3148443
"681",-98.4936282,29.4241219
"682",-98.4936282,29.4241219
"683",-86.2519898,41.6763545
"684",-76.6412712,39.0457549
"685",-117.8311428,33.7174708
"686",-84.1688274,39.6895036
"687",-117.1610838,32.715738
"688",-90.7195348,29.5957696
"689",-77.1945247,41.2033216
"690",-81.6943605,41.49932
"691",-99.9018131,31.9685988
"692",-95.3698028,29.7604267
"693",-71.3824374,42.4072107
"694",-95.712891,37.09024
"695",-74.0059728,40.7127753
"696",25.7481511,61.92411
"697",-95.712891,37.09024
"698",-82.9000751,32.1656221
"699",-122.4194155,37.7749295
"700",-94.8852026,30.0466051
"701",-106.346771,56.130366
"702",-81.655651,30.3321838
"703",-77.1945247,41.2033216
"704",-81.6051221,41.012833
"705",-88.0398912,30.6953657
"706",-117.8531007,33.7879139
"707",-75.6971931,45.4215296
"708",-84.2700179,37.8393332
"709",-79.5394625,43.8430176
"710",-84.3640829,33.7589188
"711",-73.087749,41.6032207
"712",7.8632049,46.6863481
"713",-96.7969879,32.7766642
"714",-73.6771662,42.9759856
"715",-86.1211001,41.294564
"716",-93.7501789,32.5251516
"717",-93.7501789,32.5251516
"718",-82.3745401,28.8999815
"719",-121.302728,38.5890723
"720",-79.3831843,43.653226
"721",-117.5931084,34.1063989
"722",-95.7243335,37.2321077
"723",-72.589811,42.1014831
"724",-72.589811,42.1014831
"725",-85.6023643,44.3148443
"726",-106.346771,56.130366
"727",-86.5804473,35.5174913
"728",-95.712891,37.09024
"729",-118.2436849,34.0522342
"730",-122.4387125,37.8006178
"731",-118.2436849,34.0522342
"732",-97.1330683,33.2148412
"733",-90.0715323,29.9510658
"734",-80.1917902,25.7616798
"735",-71.5723953,43.1938516
"736",-119.4179324,36.778261
"737",-84.3879824,33.7489954
"738",-78.6568942,37.4315734
"739",-96.7969879,32.7766642
"740",-95.712891,37.09024
"741",-97.9413941,29.8832749
"742",-95.7243335,37.2321077
"743",-86.5804473,35.5174913
"744",-84.2807329,30.4382559
"745",-95.3698028,29.7604267
"746",-75.1652215,39.9525839
"747",-74.0059728,40.7127753
"748",-97.396381,27.8005828
"749",-97.396381,27.8005828
"750",-97.0022908,33.2318281
"751",-95.712891,37.09024
"752",-88.7878678,43.7844397
"753",-84.2640904,33.2467807
"754",-77.1945247,41.2033216
"755",-77.1945247,41.2033216
"756",-77.1945247,41.2033216
"757",-83.0146526,42.5144566
"758",-122.0838511,37.3860517
"759",-80.1917902,25.7616798
"760",-119.6456844,36.3274502
"761",-119.6456844,36.3274502
"762",-86.902298,32.3182314
