"","long","lat"
"703",-88.24908159,40.10076904
"704",-88.267448,30.6635326
"705",-82.4576,28.22654
"706",-73.98661,40.76344
"707",-73.94111111,40.68333333
"708",-92.26794,34.75754
"709",-122.871515,45.539184
"710",-96.7977,32.7774
"711",-80.16747,42.0925299
"712",-122.14231582,47.7051528
"713",-97.74031859,30.27942737
"714",-86.3384,41.9472
"715",-111.07427917,45.67070719
"716",-75.32121306,40.02314028
"717",-87.6156015,41.89388471
"718",-121.4947,38.577
"719",-94.22072,36.38591
"720",-77.03660488,38.89684467
"721",-76.6117,40.1472
"722",-78.8494,42.9047
"723",-87.64,41.95
"724",-80.3740858,25.7982546
"725",-80.3741728,25.7982604
"726",-80.3740858,25.7982546
"727",-110.8850949,32.2107257
"728",-73.6421,41.1939
"729",-75.31297894,40.08613028
"730",-75.0668523,39.92469992
"731",-104.8579,39.3724
"732",-95.567,30.1738
"733",-79.0556,35.913
"734",-76.6512,40.2784
"735",-93.3625,43.1444
"736",-73.97673575,40.68461674
"737",-76.39,36.87
"738",-73.9675,40.7779
"739",-78.79837,42.24916
"740",-118.243,34.0522
"741",-105.111,39.82
"742",-93.4461,38.31
"743",-96.78450464,33.08012017
"744",-96.7302371,43.5473579
"745",-97.0984,35.4122
"746",-74.0483,40.1949
"747",-112.356,33.6381
"748",-111.19399611,45.78020574
"749",-75.1448,39.998
"750",-74.151,40.7916
"751",-73.94516,40.80869
"752",-119.992,46.9467
"753",-112.0777,33.4482
"754",-74.07148649,41.49979552
"755",-90.6215,38.796
"756",-77.04757,38.80501
"757",-118.255928,34.0485611
"758",-117.2319379,32.8657387
"759",-82.36722,34.84635
"760",-84.51222525,39.10260613
"761",-98.2267771,32.2071527
"762",-81.6166,34.2777
"763",-96.7977,32.7774
"764",-95.02076,29.40252
"765",-95.02076,29.40252
"766",-77.0915,38.86218
"767",-82.5452,28.1883
"768",-81.8094,26.4322
"769",-84.4399406,39.0217283
"770",-87.62535092,41.91409114
"771",-96.7683309,32.849801
"772",-79.17584338,40.61310269
"773",-118.243,34.0522
"774",-96.9319154,33.3413944
"775",-117.12971121,32.72900527
"776",-96.7459,33.0504
"777",-77.4607,38.3032
"778",-78.8748,42.8958
"779",-75.6624122,41.408969
"780",-118.243,34.0522
"781",-114.4602,42.5701
"782",-80.88254124,34.11097196
"783",-81.58120953,28.41886964
"784",-104.9836,39.7391
"785",-80.1998659,25.7726578
"786",-87.73070887,43.771698
"787",-93.47,44.58722222
"788",-79.9459924,32.8013133
"789",-90.0543,29.9165
"790",-117.41666667,33.33333333
"791",-73.991568,40.739382
"792",-118.18573358,33.78966838
"793",-72.2633145,44.60651574
"794",-96.46863,32.09696
"795",-82.14702289,28.01569476
"796",-79.76272382,32.87911119
"797",-122.581453,45.544023
"798",-122.520601,45.524129
"799",-122.594892,45.504263
"800",-122.618068,45.486983
"801",-122.628209,45.512882
"802",-122.602477,45.554521
"803",-122.705829,45.588354
"804",-122.562,45.488972
"805",-122.676653,45.515116
"806",-122.639633,45.474308
"807",-122.613176,45.516946
"808",-122.642447,45.503108
"809",-122.677407,45.518392
"810",-122.616054,45.500774
"811",-122.558162,45.573063
"812",-122.686987,45.523225
"813",-122.641647,45.523097
"814",-122.685897,45.536583
"815",-122.683275,45.525159
"816",-122.706326,45.592707
"817",-122.554816,45.522449
"818",-122.730232,45.438018
"819",-122.523275,45.556241
"820",-122.677741,45.522128
"821",-122.651079,45.495421
"822",-122.569738,45.505023
"823",-122.495121,45.51256
"824",-122.66101,45.561851
"825",-122.692775,45.522102
"826",-122.589292,45.47061
"827",-122.742451,45.589819
"828",-122.712022,45.457711
"829",-122.604866,45.562705
"830",-122.511326,45.522434
"831",-122.61319,45.566185
"832",-122.747925,45.588801
"833",-122.64075,45.502103
"834",-122.570206,45.466901
"835",-122.619785,45.535289
"836",-122.529435,45.493278
"837",-122.622249,45.496984
"838",-122.745808,45.594952
"839",-122.559568,45.482571
"840",-122.653506,45.532582
"841",-122.548966,45.53316
"842",-122.640271,45.527798
"843",-122.733254,45.502435
"844",-122.578892,45.483159
"845",-122.646972,45.546859
"846",-122.690285,45.539303
"847",-122.4902,45.515326
"848",-122.689842,45.611527
"849",-122.673263,45.524229
"850",-122.666106,45.573163
"851",-122.681687,45.467259
"852",-122.716695,45.484568
"853",-122.706072,45.558849
"854",-77.582,39.7537
"855",-93.29574038,37.20775768
"856",-80.0762,42.1145
"857",-80.0762,42.1145
"858",-78.51043146,35.95055388
"859",-104.82791,38.83288
"860",-122.70771564,45.27950629
"861",-78.8494,42.9047
"862",-77.86700548,38.10553841
"863",-97.08148241,36.70247255
"864",-73.32601,40.69574
"865",-72.65124,41.56349
"866",-73.9675,40.7779
"867",-73.9675,40.7779
"868",-71.06491221,42.35437217
"869",-96.75798,35.98481
"870",-97.7232639,30.3975113
"871",-96.8200116,33.09828502
"872",-95.14474456,43.1270585
"873",-122.6989,45.53018
"874",-111.98019862,40.78553754
"875",-80.20659041,25.75610846
"876",-122.34505567,47.70637431
"877",-73.9448166,40.7155609
"878",-111.789,34.8599
"879",-85.64103652,38.09947972
"880",-104.9432,39.9126
"881",-108.507636,45.782429
"882",-122.862,42.332
"883",-96.7977,32.7774
"884",-122.667,45.5511
"885",-93.27161812,44.97461446
"886",-84.50704783,33.72270667
"887",-77.46555556,37.5525
"888",-94.2073424,45.5535649
"889",-97.3332,32.7574
"890",-96.80262,32.820264
"891",-122.13722798,47.64426275
"892",-97.72656834,30.27942439
"893",-96.70331676,33.06323426
"894",-117.24743233,32.74163935
